Hub_City,Date,Max_Temp_C
Mumbai,2025-03-29,36.2
Mumbai,2025-03-30,37.7
Mumbai,2025-03-31,37.1
Mumbai,2025-04-01,38.9
Mumbai,2025-04-02,37.4
Mumbai,2025-04-03,32.5
Mumbai,2025-04-04,33.3
Mumbai,2025-04-05,35.4
Mumbai,2025-04-06,35.7
Mumbai,2025-04-07,36.4
Mumbai,2025-04-08,36.6
Mumbai,2025-04-09,34.6
Mumbai,2025-04-10,33.2
Mumbai,2025-04-11,33.0
Mumbai,2025-04-12,32.3
Mumbai,2025-04-13,32.7
Mumbai,2025-04-14,36.4
Mumbai,2025-04-15,35.1
Mumbai,2025-04-16,33.0
Mumbai,2025-04-17,32.4
Mumbai,2025-04-18,32.3
Mumbai,2025-04-19,32.7
Mumbai,2025-04-20,33.0
Mumbai,2025-04-21,32.7
Mumbai,2025-04-22,34.3
Mumbai,2025-04-23,34.8
Mumbai,2025-04-24,33.4
Mumbai,2025-04-25,33.7
Mumbai,2025-04-26,33.3
Mumbai,2025-04-27,33.4
Mumbai,2025-04-28,32.8
Mumbai,2025-04-29,32.8
Mumbai,2025-04-30,33.1
Mumbai,2025-05-01,33.4
Mumbai,2025-05-02,34.5
Mumbai,2025-05-03,33.2
Mumbai,2025-05-04,32.9
Mumbai,2025-05-05,33.5
Mumbai,2025-05-06,32.9
Mumbai,2025-05-07,32.3
Mumbai,2025-05-08,29.4
Mumbai,2025-05-09,28.5
Mumbai,2025-05-10,30.9
Mumbai,2025-05-11,32.5
Mumbai,2025-05-12,33.6
Mumbai,2025-05-13,33.8
Mumbai,2025-05-14,33.3
Mumbai,2025-05-15,33.2
Mumbai,2025-05-16,33.8
Mumbai,2025-05-17,32.5
Mumbai,2025-05-18,34.4
Mumbai,2025-05-19,32.4
Mumbai,2025-05-20,34.4
Mumbai,2025-05-21,31.6
Mumbai,2025-05-22,31.8
Mumbai,2025-05-23,32.5
Mumbai,2025-05-24,32.1
Mumbai,2025-05-25,28.5
Mumbai,2025-05-26,27.8
Mumbai,2025-05-27,29.8
Mumbai,2025-05-28,27.8
Mumbai,2025-05-29,31.4
Mumbai,2025-05-30,31.5
Mumbai,2025-05-31,31.1
Mumbai,2025-06-01,29.2
Mumbai,2025-06-02,30.7
Mumbai,2025-06-03,30.2
Mumbai,2025-06-04,29.3
Mumbai,2025-06-05,30.2
Mumbai,2025-06-06,30.2
Mumbai,2025-06-07,29.7
Mumbai,2025-06-08,30.3
Mumbai,2025-06-09,30.8
Mumbai,2025-06-10,30.6
Mumbai,2025-06-11,31.8
Mumbai,2025-06-12,31.6
Mumbai,2025-06-13,30.5
Mumbai,2025-06-14,30.6
Mumbai,2025-06-15,29.6
Mumbai,2025-06-16,27.2
Mumbai,2025-06-17,29.5
Mumbai,2025-06-18,28.4
Mumbai,2025-06-19,28.4
Mumbai,2025-06-20,29.5
Mumbai,2025-06-21,30.1
Mumbai,2025-06-22,29.2
Mumbai,2025-06-23,28.3
Mumbai,2025-06-24,29.1
Mumbai,2025-06-25,30.0
Mumbai,2025-06-26,28.6
Mumbai,2025-06-27,28.8
Mumbai,2025-06-28,29.4
Mumbai,2025-06-29,28.9
Mumbai,2025-06-30,29.1
Delhi,2025-01-01,17.1
Delhi,2025-01-02,18.6
Delhi,2025-01-03,19.7
Delhi,2025-01-04,21.1
Delhi,2025-01-05,18.2
Delhi,2025-01-06,18.1
Delhi,2025-01-07,17.7
Delhi,2025-01-08,18.4
Delhi,2025-01-09,18.5
Delhi,2025-01-10,17.9
Delhi,2025-01-11,16.4
Delhi,2025-01-12,17.8
Delhi,2025-01-13,19.2
Delhi,2025-01-14,18.5
Delhi,2025-01-15,18.3
Delhi,2025-01-16,18.7
Delhi,2025-01-17,18.9
Delhi,2025-01-18,17.8
Delhi,2025-01-19,21.2
Delhi,2025-01-20,22.0
Delhi,2025-01-21,21.7
Delhi,2025-01-22,22.4
Delhi,2025-01-23,21.8
Delhi,2025-01-24,20.7
Delhi,2025-01-25,20.1
Delhi,2025-01-26,20.3
Delhi,2025-01-27,20.2
Delhi,2025-01-28,20.8
Delhi,2025-01-29,23.7
Delhi,2025-01-30,24.3
Delhi,2025-01-31,24.8
Delhi,2025-02-01,24.9
Delhi,2025-02-02,22.5
Delhi,2025-02-03,21.6
Delhi,2025-02-04,21.5
Delhi,2025-02-05,20.6
Delhi,2025-02-06,20.4
Delhi,2025-02-07,20.1
Delhi,2025-02-08,21.9
Delhi,2025-02-09,23.4
Delhi,2025-02-10,25.1
Delhi,2025-02-11,25.9
Delhi,2025-02-12,23.8
Delhi,2025-02-13,22.7
Delhi,2025-02-14,23.3
Delhi,2025-02-15,24.1
Delhi,2025-02-16,25.8
Delhi,2025-02-17,26.8
Delhi,2025-02-18,25.1
Delhi,2025-02-19,25.8
Delhi,2025-02-20,23.5
Delhi,2025-02-21,24.0
Delhi,2025-02-22,22.8
Delhi,2025-02-23,24.0
Delhi,2025-02-24,25.3
Delhi,2025-02-25,26.4
Delhi,2025-02-26,30.0
Delhi,2025-02-27,22.5
Delhi,2025-02-28,23.6
Delhi,2025-03-01,24.0
Delhi,2025-03-02,24.1
Delhi,2025-03-03,26.8
Delhi,2025-03-04,24.2
Delhi,2025-03-05,22.3
Delhi,2025-03-06,25.7
Delhi,2025-03-07,27.4
Delhi,2025-03-08,29.0
Delhi,2025-03-09,32.0
Delhi,2025-03-10,32.3
Delhi,2025-03-11,33.0
Delhi,2025-03-12,31.8
Delhi,2025-03-13,31.4
Delhi,2025-03-14,33.5
Delhi,2025-03-15,31.2
Delhi,2025-03-16,29.5
Delhi,2025-03-17,27.8
Delhi,2025-03-18,29.1
Delhi,2025-03-19,30.7
Delhi,2025-03-20,31.6
Delhi,2025-03-21,31.6
Delhi,2025-03-22,31.0
Delhi,2025-03-23,32.0
Delhi,2025-03-24,33.6
Delhi,2025-03-25,35.8
Delhi,2025-03-26,38.0
Delhi,2025-03-27,35.8
Delhi,2025-03-28,30.6
Delhi,2025-03-29,28.9
Delhi,2025-03-30,31.4
Delhi,2025-03-31,33.8
Delhi,2025-04-01,33.6
Delhi,2025-04-02,35.3
Delhi,2025-04-03,37.4
Delhi,2025-04-04,36.7
Delhi,2025-04-05,35.0
Delhi,2025-04-06,37.7
Delhi,2025-04-07,40.1
Delhi,2025-04-08,40.4
Delhi,2025-04-09,40.6
Delhi,2025-04-10,39.3
Delhi,2025-04-11,35.1
Delhi,2025-04-12,35.4
Delhi,2025-04-13,36.1
Delhi,2025-04-14,35.9
Delhi,2025-04-15,36.9
Delhi,2025-04-16,38.1
Delhi,2025-04-17,40.5
Delhi,2025-04-18,41.1
Delhi,2025-04-19,40.7
Delhi,2025-04-20,39.9
Delhi,2025-04-21,40.1
Delhi,2025-04-22,39.1
Delhi,2025-04-23,39.1
Delhi,2025-04-24,40.2
Delhi,2025-04-25,41.0
Delhi,2025-04-26,42.6
Delhi,2025-04-27,40.9
Delhi,2025-04-28,41.3
Delhi,2025-04-29,38.1
Delhi,2025-04-30,37.9
Delhi,2025-05-01,37.6
Delhi,2025-05-02,28.9
Delhi,2025-05-03,36.8
Delhi,2025-05-04,35.3
Delhi,2025-05-05,35.2
Delhi,2025-05-06,33.7
Delhi,2025-05-07,33.0
Delhi,2025-05-08,31.8
Delhi,2025-05-09,37.0
Delhi,2025-05-10,37.2
Delhi,2025-05-11,38.4
Delhi,2025-05-12,39.5
Delhi,2025-05-13,40.9
Delhi,2025-05-14,41.0
Delhi,2025-05-15,41.6
Delhi,2025-05-16,42.6
Delhi,2025-05-17,42.4
Delhi,2025-05-18,42.2
Delhi,2025-05-19,40.8
Delhi,2025-05-20,41.8
Delhi,2025-05-21,43.0
Delhi,2025-05-22,37.8
Delhi,2025-05-23,38.8
Delhi,2025-05-24,38.3
Delhi,2025-05-25,32.1
Delhi,2025-05-26,35.8
Delhi,2025-05-27,36.1
Delhi,2025-05-28,38.3
Delhi,2025-05-29,40.1
Delhi,2025-05-30,36.3
Delhi,2025-05-31,39.6
Delhi,2025-06-01,36.3
Delhi,2025-06-02,36.7
Delhi,2025-06-03,34.4
Delhi,2025-06-04,34.7
Delhi,2025-06-05,37.2
Delhi,2025-06-06,37.7
Delhi,2025-06-07,40.1
Delhi,2025-06-08,42.1
Delhi,2025-06-09,42.9
Delhi,2025-06-10,42.2
Delhi,2025-06-11,42.5
Delhi,2025-06-12,43.8
Delhi,2025-06-13,42.2
Delhi,2025-06-14,43.1
Delhi,2025-06-15,39.2
Delhi,2025-06-16,33.1
Delhi,2025-06-17,34.8
Delhi,2025-06-18,33.9
Delhi,2025-06-19,33.7
Delhi,2025-06-20,32.1
Delhi,2025-06-21,36.3
Delhi,2025-06-22,37.0
Delhi,2025-06-23,37.4
Delhi,2025-06-24,37.2
Delhi,2025-06-25,32.8
Delhi,2025-06-26,35.1
Delhi,2025-06-27,34.8
Delhi,2025-06-28,38.0
Delhi,2025-06-29,34.8
Delhi,2025-06-30,32.9
Chennai,2025-01-01,27.9
Chennai,2025-01-02,27.9
Chennai,2025-01-03,28.3
Chennai,2025-01-04,27.7
Chennai,2025-01-05,28.3
Chennai,2025-01-06,28.6
Chennai,2025-01-07,27.3
Chennai,2025-01-08,28.1
Chennai,2025-01-09,28.5
Chennai,2025-01-10,28.4
Chennai,2025-01-11,28.5
Chennai,2025-01-12,26.8
Chennai,2025-01-13,26.9
Chennai,2025-01-14,28.2
Chennai,2025-01-15,28.9
Chennai,2025-01-16,28.3
Chennai,2025-01-17,27.4
Chennai,2025-01-18,28.2
Chennai,2025-01-19,27.4
Chennai,2025-01-20,27.6
Chennai,2025-01-21,27.8
Chennai,2025-01-22,28.4
Chennai,2025-01-23,29.0
Chennai,2025-01-24,28.5
Chennai,2025-01-25,28.7
Chennai,2025-01-26,28.6
Chennai,2025-01-27,29.3
Chennai,2025-01-28,29.4
Chennai,2025-01-29,29.0
Chennai,2025-01-30,30.8
Chennai,2025-01-31,30.1
Chennai,2025-02-01,30.5
Chennai,2025-02-02,30.8
Chennai,2025-02-03,30.9
Chennai,2025-02-04,32.0
Chennai,2025-02-05,32.0
Chennai,2025-02-06,30.7
Chennai,2025-02-07,31.0
Chennai,2025-02-08,31.6
Chennai,2025-02-09,30.4
Chennai,2025-02-10,30.3
Chennai,2025-02-11,30.9
Chennai,2025-02-12,31.6
Chennai,2025-02-13,31.8
Chennai,2025-02-14,32.3
Chennai,2025-02-15,31.3
Chennai,2025-02-16,31.7
Chennai,2025-02-17,31.2
Chennai,2025-02-18,31.0
Chennai,2025-02-19,31.1
Chennai,2025-02-20,31.1
Chennai,2025-02-21,31.1
Chennai,2025-02-22,31.4
Chennai,2025-02-23,32.4
Chennai,2025-02-24,31.0
Chennai,2025-02-25,31.3
Chennai,2025-02-26,31.6
Chennai,2025-02-27,31.2
Chennai,2025-02-28,31.1
Chennai,2025-03-01,30.8
Chennai,2025-03-02,32.2
Chennai,2025-03-03,33.0
Chennai,2025-03-04,33.2
Chennai,2025-03-05,34.5
Chennai,2025-03-06,35.2
Chennai,2025-03-07,33.1
Chennai,2025-03-08,32.9
Chennai,2025-03-09,31.2
Chennai,2025-03-10,31.5
Chennai,2025-03-11,30.0
Chennai,2025-03-12,30.1
Chennai,2025-03-13,33.3
Chennai,2025-03-14,33.4
Chennai,2025-03-15,34.0
Chennai,2025-03-16,32.9
Chennai,2025-03-17,34.0
Chennai,2025-03-18,33.1
Chennai,2025-03-19,33.4
Chennai,2025-03-20,33.6
Chennai,2025-03-21,33.2
Chennai,2025-03-22,32.7
Chennai,2025-03-23,32.9
Chennai,2025-03-24,32.0
Chennai,2025-03-25,32.6
Chennai,2025-03-26,33.2
Chennai,2025-03-27,35.9
Chennai,2025-03-28,36.3
Chennai,2025-03-29,37.1
Chennai,2025-03-30,34.2
Chennai,2025-03-31,32.7
Chennai,2025-04-01,32.8
Chennai,2025-04-02,32.9
Chennai,2025-04-03,32.4
Chennai,2025-04-04,30.3
Chennai,2025-04-05,33.2
Chennai,2025-04-06,34.3
Chennai,2025-04-07,33.9
Chennai,2025-04-08,33.6
Chennai,2025-04-09,33.9
Chennai,2025-04-10,37.4
Chennai,2025-04-11,36.0
Chennai,2025-04-12,38.8
Chennai,2025-04-13,36.2
Chennai,2025-04-14,34.5
Chennai,2025-04-15,34.4
Chennai,2025-04-16,34.1
Chennai,2025-04-17,34.3
Chennai,2025-04-18,36.2
Chennai,2025-04-19,36.7
Chennai,2025-04-20,36.7
Chennai,2025-04-21,35.1
Chennai,2025-04-22,34.7
Chennai,2025-04-23,35.5
Chennai,2025-04-24,35.2
Chennai,2025-04-25,34.6
Chennai,2025-04-26,34.2
Chennai,2025-04-27,34.3
Chennai,2025-04-28,33.7
Chennai,2025-04-29,33.3
Chennai,2025-04-30,35.6
Chennai,2025-05-01,36.8
Chennai,2025-05-02,35.6
Chennai,2025-05-03,37.5
Chennai,2025-05-04,38.1
Chennai,2025-05-05,34.6
Chennai,2025-05-06,37.6
Chennai,2025-05-07,36.2
Chennai,2025-05-08,36.9
Chennai,2025-05-09,36.5
Chennai,2025-05-10,37.0
Chennai,2025-05-11,36.9
Chennai,2025-05-12,39.0
Chennai,2025-05-13,38.6
Chennai,2025-05-14,36.9
Chennai,2025-05-15,36.5
Chennai,2025-05-16,36.2
Chennai,2025-05-17,33.4
Chennai,2025-05-18,33.3
Chennai,2025-05-19,31.6
Chennai,2025-05-20,31.6
Chennai,2025-05-21,33.9
Chennai,2025-05-22,34.1
Chennai,2025-05-23,35.2
Chennai,2025-05-24,35.9
Chennai,2025-05-25,36.9
Chennai,2025-05-26,34.0
Chennai,2025-05-27,36.4
Chennai,2025-05-28,37.4
Chennai,2025-05-29,37.8
Chennai,2025-05-30,36.0
Chennai,2025-05-31,36.2
Chennai,2025-06-01,37.4
Chennai,2025-06-02,36.2
Chennai,2025-06-03,38.3
Chennai,2025-06-04,37.8
Chennai,2025-06-05,37.3
Chennai,2025-06-06,37.9
Chennai,2025-06-07,38.1
Chennai,2025-06-08,38.0
Chennai,2025-06-09,37.2
Chennai,2025-06-10,37.0
Chennai,2025-06-11,36.0
Chennai,2025-06-12,35.9
Chennai,2025-06-13,35.7
Chennai,2025-06-14,35.3
Chennai,2025-06-15,34.6
Chennai,2025-06-16,34.6
Chennai,2025-06-17,37.1
Chennai,2025-06-18,37.6
Chennai,2025-06-19,37.4
Chennai,2025-06-20,38.8
Chennai,2025-06-21,37.9
Chennai,2025-06-22,37.0
Chennai,2025-06-23,34.1
Chennai,2025-06-24,36.9
Chennai,2025-06-25,35.8
Chennai,2025-06-26,36.0
Chennai,2025-06-27,37.5
Chennai,2025-06-28,37.4
Chennai,2025-06-29,39.7
Chennai,2025-06-30,37.9
Bangalore,2025-01-01,26.6
Bangalore,2025-01-02,26.4
Bangalore,2025-01-03,25.9
Bangalore,2025-01-04,25.8
Bangalore,2025-01-05,26.5
Bangalore,2025-01-06,26.2
Bangalore,2025-01-07,27.3
Bangalore,2025-01-08,27.1
Bangalore,2025-01-09,25.9
Bangalore,2025-01-10,26.9
Bangalore,2025-01-11,27.7
Bangalore,2025-01-12,28.7
Bangalore,2025-01-13,28.2
Bangalore,2025-01-14,27.5
Bangalore,2025-01-15,25.5
Bangalore,2025-01-16,26.7
Bangalore,2025-01-17,26.7
Bangalore,2025-01-18,27.3
Bangalore,2025-01-19,22.9
Bangalore,2025-01-20,27.3
Bangalore,2025-01-21,27.8
Bangalore,2025-01-22,28.6
Bangalore,2025-01-23,29.7
Bangalore,2025-01-24,27.7
Bangalore,2025-01-25,29.0
Bangalore,2025-01-26,29.1
Bangalore,2025-01-27,28.2
Bangalore,2025-01-28,28.1
Bangalore,2025-01-29,29.4
Bangalore,2025-01-30,29.3
Bangalore,2025-01-31,30.5
Bangalore,2025-02-01,30.5
Bangalore,2025-02-02,31.0
Bangalore,2025-02-03,30.3
Bangalore,2025-02-04,30.7
Bangalore,2025-02-05,30.4
Bangalore,2025-02-06,29.7
Bangalore,2025-02-07,30.1
Bangalore,2025-02-08,29.9
Bangalore,2025-02-09,29.6
Bangalore,2025-02-10,28.9
Bangalore,2025-02-11,30.7
Bangalore,2025-02-12,31.6
Bangalore,2025-02-13,31.9
Bangalore,2025-02-14,32.1
Bangalore,2025-02-15,31.3
Bangalore,2025-02-16,31.9
Bangalore,2025-02-17,31.8
Bangalore,2025-02-18,31.7
Bangalore,2025-02-19,32.9
Bangalore,2025-02-20,32.7
Bangalore,2025-02-21,32.3
Bangalore,2025-02-22,32.2
Bangalore,2025-02-23,31.9
Bangalore,2025-02-24,30.5
Bangalore,2025-02-25,30.1
Bangalore,2025-02-26,30.7
Bangalore,2025-02-27,30.9
Bangalore,2025-02-28,31.4
Bangalore,2025-03-01,31.4
Bangalore,2025-03-02,32.2
Bangalore,2025-03-03,33.1
Bangalore,2025-03-04,33.1
Bangalore,2025-03-05,33.2
Bangalore,2025-03-06,33.3
Bangalore,2025-03-07,34.0
Bangalore,2025-03-08,34.2
Bangalore,2025-03-09,33.7
Bangalore,2025-03-10,31.6
Bangalore,2025-03-11,31.2
Bangalore,2025-03-12,30.7
Bangalore,2025-03-13,34.0
Bangalore,2025-03-14,34.4
Bangalore,2025-03-15,33.7
Bangalore,2025-03-16,33.4
Bangalore,2025-03-17,35.1
Bangalore,2025-03-18,34.8
Bangalore,2025-03-19,33.8
Bangalore,2025-03-20,33.1
Bangalore,2025-03-21,34.0
Bangalore,2025-03-22,33.2
Bangalore,2025-03-23,29.7
Bangalore,2025-03-24,30.7
Bangalore,2025-03-25,31.2
Bangalore,2025-03-26,33.6
Bangalore,2025-03-27,33.9
Bangalore,2025-03-28,35.2
Bangalore,2025-03-29,34.9
Bangalore,2025-03-30,34.4
Bangalore,2025-03-31,34.4
Bangalore,2025-04-01,33.3
Bangalore,2025-04-02,32.6
Bangalore,2025-04-03,32.7
Bangalore,2025-04-04,29.1
Bangalore,2025-04-05,31.1
Bangalore,2025-04-06,32.9
Bangalore,2025-04-07,34.8
Bangalore,2025-04-08,34.4
Bangalore,2025-04-09,33.3
Bangalore,2025-04-10,33.2
Bangalore,2025-04-11,34.1
Bangalore,2025-04-12,33.5
Bangalore,2025-04-13,32.1
Bangalore,2025-04-14,33.7
Bangalore,2025-04-15,33.6
Bangalore,2025-04-16,34.0
Bangalore,2025-04-17,33.3
Bangalore,2025-04-18,33.6
